maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
maint00001532,trk00026,2023-07-15,inspection,70380,1.3,124.81,50.87,175.68,philadelphia,41.6,routine inspection
maint00001533,trk00018,2023-07-16,inspection,659529,6.3,642.96,77.99,720.95,kansas city,42.4,emergency inspection
maint00001534,trk00106,2023-07-16,inspection,264007,0.5,54.37,63.94,118.31,chicago,35.0,scheduled inspection
maint00001535,trk00001,2023-07-16,preventive,638198,1.7,154.11,2636.7,2790.81,philadelphia,43.5,scheduled preventive
maint00001536,trk00105,2023-07-17,inspection,545564,4.0,481.88,103.07,584.95,salt lake city,32.0,emergency inspection
maint00001537,trk00037,2023-07-18,transmission,507590,5.3,505.93,3138.09,3644.02,nashville,26.9,scheduled transmission
maint00001538,trk00055,2023-07-18,brake,322901,1.9,228.67,1366.17,1594.84,omaha,17.3,emergency brake
maint00001539,trk00002,2023-07-19,tire,279248,6.3,587.06,1094.02,1681.08,atlanta,30.3,emergency tire
maint00001540,trk00022,2023-07-19,inspection,87500,3.0,255.93,147.46,403.39,philadelphia,34.4,emergency inspection
maint00001541,trk00056,2023-07-20,brake,616394,7.2,669.21,257.33,926.54,kansas city,14.2,emergency brake
maint00001542,trk00038,2023-07-20,engine,728611,4.1,427.96,3150.24,3578.2,seattle,4.4,emergency engine
maint00001543,trk00013,2023-07-21,inspection,494570,1.9,193.24,19.28,212.52,atlanta,16.4,scheduled inspection
maint00001544,trk00039,2023-07-22,brake,589844,6.8,587.76,1865.91,2453.67,nashville,15.7,emergency brake
maint00001545,trk00078,2023-07-22,brake,497626,5.5,552.57,2362.93,2915.5,detroit,28.6,scheduled brake
maint00001546,trk00073,2023-07-23,tire,145772,2.5,261.77,374.71,636.48,omaha,37.6,routine tire
maint00001547,trk00087,2023-07-23,tire,291806,4.5,444.98,952.94,1397.92,denver,8.0,emergency tire
maint00001548,trk00118,2023-07-24,preventive,721095,5.1,610.94,156.07,767.01,nashville,24.5,scheduled preventive
maint00001549,trk00060,2023-07-25,tire,649343,5.9,689.69,1478.69,2168.38,milwaukee,25.4,scheduled tire
maint00001550,trk00059,2023-07-25,inspection,684202,1.0,116.07,127.2,243.27,philadelphia,39.2,scheduled inspection
maint00001551,trk00085,2023-07-25,inspection,621641,6.6,589.51,75.48,664.99,los angeles,30.9,emergency inspection
maint00001552,trk00040,2023-07-26,preventive,469714,2.9,253.9,3235.49,3489.39,miami,15.9,scheduled preventive
maint00001553,trk00001,2023-07-26,repair,253165,4.4,417.78,2785.51,3203.29,new york,44.1,emergency repair
maint00001554,trk00001,2023-07-26,engine,746955,6.6,604.48,1134.11,1738.59,kansas city,20.8,routine engine
maint00001555,trk00057,2023-07-26,engine,118942,5.6,676.79,2969.64,3646.43,miami,27.1,routine engine
maint00001556,trk00038,2023-07-27,transmission,718155,2.5,249.62,437.46,687.08,chicago,6.4,scheduled transmission
maint00001557,trk00119,2023-07-27,transmission,169752,1.9,214.29,1905.88,2120.17,new york,10.0,routine transmission
maint00001558,trk00108,2023-07-28,transmission,313609,2.4,278.22,1346.97,1625.19,philadelphia,18.9,emergency transmission
maint00001559,trk00050,2023-07-28,preventive,490673,5.9,593.08,2349.29,2942.37,houston,14.6,scheduled preventive
maint00001560,trk00020,2023-07-29,tire,581003,2.9,252.31,1251.75,1504.06,indianapolis,37.0,scheduled tire
maint00001561,trk00039,2023-07-29,brake,649405,1.3,148.45,2190.58,2339.03,chicago,15.7,emergency brake
maint00001562,trk00037,2023-07-29,inspection,571619,7.2,714.11,55.07,769.18,nashville,17.5,scheduled inspection
maint00001563,trk00022,2023-07-30,preventive,244425,1.6,176.04,399.23,575.27,dallas,24.2,scheduled preventive
maint00001564,trk00048,2023-07-30,brake,725854,1.2,105.82,3420.91,3526.73,milwaukee,14.0,scheduled brake
maint00001565,trk00042,2023-07-31,engine,146071,6.4,784.01,141.79,925.8,dallas,37.1,scheduled engine
maint00001566,trk00044,2023-08-01,engine,468950,2.8,262.04,2395.47,2657.51,milwaukee,26.3,routine engine
maint00001567,trk00081,2023-08-01,brake,356602,4.0,391.08,161.54,552.62,salt lake city,12.5,emergency brake
maint00001568,trk00039,2023-08-01,preventive,278224,6.6,568.12,1793.38,2361.5,atlanta,11.6,scheduled preventive
maint00001569,trk00039,2023-08-02,tire,249770,6.0,674.39,1782.63,2457.02,indianapolis,2.6,scheduled tire
maint00001570,trk00009,2023-08-02,tire,670062,2.8,291.81,962.51,1254.32,nashville,18.9,scheduled tire
maint00001571,trk00032,2023-08-02,engine,78621,1.7,187.05,1213.71,1400.76,milwaukee,45.1,routine engine
maint00001572,trk00107,2023-08-03,repair,550137,6.1,599.28,2748.16,3347.44,oklahoma city,11.2,routine repair
maint00001573,trk00115,2023-08-03,brake,524731,7.0,722.72,2364.67,3087.39,chicago,29.0,routine brake
maint00001574,trk00057,2023-08-03,brake,562828,5.4,664.9,2568.29,3233.19,nashville,44.6,scheduled brake
maint00001575,trk00094,2023-08-03,preventive,152022,4.0,422.53,1613.84,2036.37,portland,3.4,emergency preventive
maint00001576,trk00069,2023-08-04,tire,130531,1.4,163.74,1011.53,1175.27,atlanta,32.1,emergency tire
maint00001577,trk00084,2023-08-05,brake,316684,7.5,710.05,314.04,1024.09,houston,41.5,routine brake
maint00001578,trk00104,2023-08-05,engine,418582,5.9,649.1,1174.93,1824.03,phoenix,7.0,routine engine
maint00001579,trk00087,2023-08-06,repair,164229,5.4,608.03,3368.46,3976.49,kansas city,24.7,scheduled repair
maint00001580,trk00034,2023-08-06,preventive,366665,3.4,329.2,2498.28,2827.48,milwaukee,8.6,emergency preventive
maint00001581,trk00116,2023-08-07,preventive,460845,2.1,205.73,287.01,492.74,new york,4.0,routine preventive
maint00001582,trk00108,2023-08-07,tire,384715,7.5,846.24,1549.67,2395.91,charlotte,37.5,routine tire
maint00001583,trk00069,2023-08-08,engine,158022,1.6,161.53,2478.25,2639.78,indianapolis,36.0,routine engine
maint00001584,trk00012,2023-08-09,transmission,540936,6.2,745.51,1550.59,2296.1,memphis,22.4,scheduled transmission
maint00001585,trk00087,2023-08-09,brake,174893,6.8,829.3,813.75,1643.05,seattle,2.2,routine brake
maint00001586,trk00111,2023-08-09,engine,151737,2.1,257.24,531.97,789.21,miami,40.1,routine engine
maint00001587,trk00051,2023-08-10,brake,647331,0.6,65.37,1123.18,1188.55,omaha,21.2,routine brake
maint00001588,trk00033,2023-08-10,brake,285300,1.6,173.06,2015.74,2188.8,chicago,12.0,emergency brake
maint00001589,trk00108,2023-08-10,repair,746382,5.0,485.8,1958.71,2444.51,los angeles,37.7,scheduled repair
maint00001590,trk00060,2023-08-11,preventive,509526,0.8,96.53,805.07,901.6,kansas city,6.3,routine preventive
maint00001591,trk00002,2023-08-11,preventive,461572,6.8,692.57,2455.76,3148.33,las vegas,38.2,routine preventive
maint00001592,trk00029,2023-08-12,repair,216461,3.6,359.85,2142.55,2502.4,houston,3.5,emergency repair
maint00001593,trk00005,2023-08-13,preventive,172297,5.5,513.69,2845.51,3359.2,memphis,18.6,scheduled preventive
maint00001594,trk00010,2023-08-13,repair,177124,4.0,385.04,1127.6,1512.64,philadelphia,30.4,scheduled repair
maint00001595,trk00005,2023-08-13,preventive,590785,1.3,134.31,2607.09,2741.4,dallas,25.4,routine preventive
maint00001596,trk00118,2023-08-13,preventive,648331,5.3,495.31,587.47,1082.78,minneapolis,21.1,routine preventive
maint00001597,trk00052,2023-08-14,inspection,112493,3.6,419.89,88.03,507.92,atlanta,46.5,routine inspection
maint00001598,trk00120,2023-08-14,brake,515081,4.6,528.43,1226.72,1755.15,milwaukee,2.3,emergency brake
maint00001599,trk00076,2023-08-15,inspection,475631,4.4,528.57,56.16,584.73,los angeles,42.1,emergency inspection
maint00001600,trk00081,2023-08-15,transmission,328676,6.2,551.65,3383.42,3935.07,omaha,33.3,scheduled transmission
maint00001601,trk00013,2023-08-15,engine,642208,7.4,673.85,2151.35,2825.2,phoenix,38.4,routine engine
maint00001602,trk00059,2023-08-16,preventive,194864,3.8,389.33,1999.64,2388.97,milwaukee,9.3,routine preventive
maint00001603,trk00093,2023-08-16,engine,731842,3.1,305.11,727.42,1032.53,houston,32.6,emergency engine
maint00001604,trk00058,2023-08-16,engine,114886,1.1,120.07,3035.91,3155.98,houston,15.3,scheduled engine
maint00001605,trk00003,2023-08-16,tire,220033,1.8,218.7,2299.42,2518.12,salt lake city,44.9,routine tire
maint00001606,trk00051,2023-08-16,tire,413796,7.9,976.87,2090.88,3067.75,salt lake city,46.5,scheduled tire
maint00001607,trk00028,2023-08-16,tire,509411,7.0,786.56,2018.44,2805.0,los angeles,22.8,scheduled tire
maint00001608,trk00112,2023-08-16,tire,87728,6.9,847.8,2429.48,3277.28,seattle,33.0,routine tire
maint00001609,trk00033,2023-08-17,inspection,334637,2.4,288.71,12.39,301.1,denver,46.5,emergency inspection
maint00001610,trk00014,2023-08-18,repair,729684,6.9,854.54,629.2,1483.74,columbus,31.7,emergency repair
maint00001611,trk00039,2023-08-18,preventive,64859,1.6,172.87,2404.55,2577.42,seattle,19.6,scheduled preventive
maint00001612,trk00098,2023-08-18,tire,622186,3.8,455.81,2470.62,2926.43,milwaukee,41.7,routine tire
maint00001613,trk00047,2023-08-18,engine,210750,4.2,390.87,558.42,949.29,denver,20.9,routine engine
maint00001614,trk00031,2023-08-18,engine,567667,5.9,680.05,1057.57,1737.62,milwaukee,20.5,routine engine
maint00001615,trk00003,2023-08-19,tire,134233,4.2,446.37,3380.9,3827.27,houston,14.2,routine tire
maint00001616,trk00082,2023-08-19,engine,614452,1.3,152.73,339.16,491.89,las vegas,11.8,emergency engine
maint00001617,trk00077,2023-08-20,transmission,104910,6.3,685.45,1151.82,1837.27,new york,5.4,scheduled transmission
maint00001618,trk00003,2023-08-20,tire,213642,6.2,744.15,2531.91,3276.06,miami,37.6,emergency tire
maint00001619,trk00063,2023-08-20,engine,713548,5.7,645.62,2632.17,3277.79,omaha,36.6,emergency engine
maint00001620,trk00119,2023-08-21,transmission,529177,4.1,468.8,322.93,791.73,houston,21.6,routine transmission
maint00001621,trk00025,2023-08-21,tire,94110,3.0,309.29,2588.08,2897.37,charlotte,24.9,scheduled tire
maint00001622,trk00118,2023-08-21,tire,258502,2.7,308.78,619.49,928.27,miami,22.9,emergency tire
maint00001623,trk00071,2023-08-21,inspection,389838,5.7,711.61,130.63,842.24,oklahoma city,2.4,routine inspection
maint00001624,trk00053,2023-08-22,brake,436266,7.0,784.88,542.74,1327.62,las vegas,11.3,scheduled brake
maint00001625,trk00019,2023-08-22,engine,442532,4.4,548.18,370.62,918.8,dallas,28.8,emergency engine
maint00001626,trk00050,2023-08-23,preventive,607990,6.7,723.05,2679.9,3402.95,seattle,39.5,scheduled preventive
maint00001627,trk00023,2023-08-23,tire,701555,1.8,187.31,227.89,415.2,miami,13.1,routine tire
maint00001628,trk00051,2023-08-24,inspection,81383,5.7,536.55,109.01,645.56,phoenix,6.9,routine inspection
maint00001629,trk00056,2023-08-24,transmission,266820,7.0,624.55,3304.91,3929.46,omaha,18.5,scheduled transmission
maint00001630,trk00011,2023-08-24,transmission,227840,6.3,623.5,1010.47,1633.97,kansas city,33.8,scheduled transmission
maint00001631,trk00112,2023-08-25,brake,306417,4.2,391.8,987.92,1379.72,omaha,37.3,routine brake
maint00001632,trk00022,2023-08-25,inspection,486097,6.4,617.1,31.83,648.93,columbus,42.8,scheduled inspection
maint00001633,trk00090,2023-08-26,inspection,371420,3.2,379.2,108.35,487.55,milwaukee,8.6,emergency inspection
maint00001634,trk00007,2023-08-26,inspection,268415,5.2,621.18,139.94,761.12,minneapolis,18.3,scheduled inspection
maint00001635,trk00006,2023-08-26,transmission,92261,7.5,755.55,182.3,937.85,charlotte,6.5,routine transmission
maint00001636,trk00099,2023-08-26,tire,716578,7.6,681.96,1828.92,2510.88,oklahoma city,5.6,scheduled tire
maint00001637,trk00057,2023-08-26,tire,272125,6.3,659.29,1438.38,2097.67,nashville,35.9,routine tire
maint00001638,trk00001,2023-08-26,preventive,482107,7.1,722.52,2054.91,2777.43,kansas city,46.4,scheduled preventive
maint00001639,trk00118,2023-08-26,tire,134036,3.3,299.36,2171.25,2470.61,los angeles,47.0,routine tire
maint00001640,trk00083,2023-08-27,brake,389040,0.7,80.75,2028.86,2109.61,kansas city,7.2,emergency brake
maint00001641,trk00017,2023-08-27,repair,652440,5.8,701.8,1271.71,1973.51,seattle,2.3,routine repair
maint00001642,trk00020,2023-08-28,transmission,685671,4.8,434.94,243.47,678.41,nashville,24.2,scheduled transmission
maint00001643,trk00091,2023-08-28,tire,560957,8.0,963.98,2271.39,3235.37,philadelphia,35.4,scheduled tire
maint00001644,trk00044,2023-08-28,preventive,551291,4.6,544.78,348.44,893.22,los angeles,17.9,emergency preventive
maint00001645,trk00112,2023-08-28,tire,312067,5.0,529.63,920.27,1449.9,nashville,10.6,scheduled tire
maint00001646,trk00007,2023-08-29,preventive,92017,6.8,825.99,379.38,1205.37,oklahoma city,2.0,routine preventive
maint00001647,trk00005,2023-08-29,brake,278203,7.4,839.93,1688.27,2528.2,memphis,23.9,scheduled brake
maint00001648,trk00010,2023-08-29,repair,472853,8.0,758.63,2720.59,3479.22,phoenix,18.6,emergency repair
maint00001649,trk00078,2023-08-29,engine,410699,6.1,758.93,1468.78,2227.71,columbus,10.9,emergency engine
maint00001650,trk00054,2023-08-30,transmission,138721,2.1,236.6,1801.76,2038.36,new york,14.3,emergency transmission
maint00001651,trk00110,2023-08-30,tire,381687,6.8,632.03,850.12,1482.15,indianapolis,24.6,scheduled tire
maint00001652,trk00002,2023-08-30,engine,712861,5.0,586.66,3022.2,3608.86,columbus,46.1,emergency engine
maint00001653,trk00046,2023-08-30,inspection,195672,8.0,809.83,80.11,889.94,las vegas,32.8,routine inspection
maint00001654,trk00066,2023-08-30,brake,497161,1.9,177.5,1531.32,1708.82,chicago,25.7,routine brake
maint00001655,trk00020,2023-08-31,tire,319007,1.3,146.26,759.77,906.03,indianapolis,35.5,routine tire
maint00001656,trk00053,2023-09-01,engine,467567,2.4,222.41,697.16,919.57,denver,23.8,routine engine
maint00001657,trk00087,2023-09-01,inspection,226008,2.1,186.67,130.44,317.11,los angeles,25.4,emergency inspection
maint00001658,trk00070,2023-09-02,brake,122340,5.7,709.35,3295.7,4005.05,denver,19.9,scheduled brake
maint00001659,trk00065,2023-09-02,inspection,545678,4.9,584.63,129.8,714.43,milwaukee,12.0,emergency inspection
maint00001660,trk00093,2023-09-02,transmission,172419,5.9,618.87,2448.27,3067.14,indianapolis,16.8,scheduled transmission
maint00001661,trk00099,2023-09-02,transmission,222475,1.4,149.03,746.47,895.5,atlanta,27.0,scheduled transmission
maint00001662,trk00032,2023-09-03,engine,596231,3.2,320.97,3429.62,3750.59,detroit,20.3,routine engine
maint00001663,trk00099,2023-09-04,engine,335990,5.8,584.41,1657.94,2242.35,dallas,37.9,scheduled engine
maint00001664,trk00059,2023-09-04,brake,152798,7.5,797.42,862.4,1659.82,columbus,2.3,scheduled brake
maint00001665,trk00108,2023-09-04,transmission,500987,4.4,436.43,1483.81,1920.24,oklahoma city,33.5,scheduled transmission
maint00001666,trk00044,2023-09-04,tire,335468,5.6,686.5,1134.62,1821.12,memphis,29.2,scheduled tire
maint00001667,trk00087,2023-09-04,inspection,93636,5.3,454.64,21.99,476.63,portland,14.4,scheduled inspection
maint00001668,trk00114,2023-09-05,engine,164581,1.9,218.75,617.64,836.39,minneapolis,9.1,emergency engine
maint00001669,trk00059,2023-09-05,brake,462934,1.7,174.14,658.36,832.5,denver,40.2,emergency brake
maint00001670,trk00006,2023-09-05,brake,604500,0.6,74.6,3221.14,3295.74,indianapolis,8.6,scheduled brake
maint00001671,trk00016,2023-09-06,inspection,134048,1.5,129.28,93.68,222.96,memphis,29.1,routine inspection
maint00001672,trk00044,2023-09-06,preventive,631154,3.5,300.56,2324.41,2624.97,houston,47.1,scheduled preventive
maint00001673,trk00032,2023-09-06,transmission,658584,5.9,593.07,3224.23,3817.3,nashville,38.0,emergency transmission
maint00001674,trk00041,2023-09-06,inspection,447000,3.9,387.2,66.22,453.42,portland,37.2,routine inspection
maint00001675,trk00008,2023-09-06,preventive,408209,2.6,236.72,1935.18,2171.9,miami,5.9,routine preventive
maint00001676,trk00020,2023-09-07,brake,574337,2.2,187.56,1422.28,1609.84,las vegas,38.5,scheduled brake
maint00001677,trk00104,2023-09-08,transmission,138194,5.4,584.93,165.19,750.12,chicago,7.6,scheduled transmission
maint00001678,trk00056,2023-09-08,tire,443130,4.1,472.6,2875.09,3347.69,milwaukee,23.7,scheduled tire
maint00001679,trk00102,2023-09-09,brake,222345,7.8,712.72,1580.67,2293.39,oklahoma city,36.9,scheduled brake
maint00001680,trk00053,2023-09-10,inspection,570281,3.3,411.59,110.28,521.87,oklahoma city,46.7,scheduled inspection
maint00001681,trk00026,2023-09-10,preventive,737729,0.6,71.69,2219.94,2291.63,memphis,41.5,routine preventive
maint00001682,trk00029,2023-09-11,preventive,78002,2.6,286.75,1703.29,1990.04,denver,27.7,scheduled preventive
maint00001683,trk00079,2023-09-11,inspection,300616,5.8,599.27,24.0,623.27,omaha,21.7,scheduled inspection
maint00001684,trk00033,2023-09-11,engine,101829,2.6,222.68,2804.45,3027.13,omaha,14.3,scheduled engine
maint00001685,trk00043,2023-09-12,engine,195203,5.9,623.93,1580.11,2204.04,salt lake city,39.0,scheduled engine
maint00001686,trk00051,2023-09-12,repair,194711,2.8,275.91,786.67,1062.58,milwaukee,21.6,scheduled repair
maint00001687,trk00091,2023-09-14,engine,620987,7.7,809.26,2777.16,3586.42,miami,28.0,routine engine
maint00001688,trk00093,2023-09-15,inspection,738819,4.3,425.86,52.06,477.92,phoenix,12.2,routine inspection
maint00001689,trk00001,2023-09-15,preventive,581099,5.4,544.76,3306.88,3851.64,denver,3.3,scheduled preventive
maint00001690,trk00100,2023-09-16,engine,80284,1.1,111.51,2122.73,2234.24,chicago,18.5,scheduled engine
maint00001691,trk00026,2023-09-16,engine,511480,7.3,675.09,1469.11,2144.2,charlotte,13.2,emergency engine
maint00001692,trk00118,2023-09-16,transmission,642439,1.2,125.16,528.15,653.31,houston,38.0,scheduled transmission
maint00001693,trk00011,2023-09-16,transmission,735527,3.5,418.14,2139.71,2557.85,denver,40.1,routine transmission
maint00001694,trk00114,2023-09-17,engine,471642,4.5,513.39,2284.99,2798.38,miami,11.1,routine engine
maint00001695,trk00014,2023-09-18,engine,620239,1.9,197.2,1175.66,1372.86,oklahoma city,32.4,scheduled engine
maint00001696,trk00073,2023-09-18,transmission,599472,3.4,320.38,1779.65,2100.03,houston,45.6,scheduled transmission
maint00001697,trk00116,2023-09-18,inspection,123449,1.7,173.3,80.54,253.84,new york,46.3,emergency inspection
maint00001698,trk00002,2023-09-18,inspection,559003,7.3,738.0,113.23,851.23,portland,42.5,scheduled inspection
maint00001699,trk00095,2023-09-18,transmission,263150,7.0,667.75,3326.9,3994.65,oklahoma city,4.1,routine transmission
maint00001700,trk00102,2023-09-19,engine,179372,2.6,318.2,700.29,1018.49,chicago,44.1,emergency engine
maint00001701,trk00080,2023-09-20,repair,340520,3.0,317.92,2555.33,2873.25,minneapolis,28.9,scheduled repair
maint00001702,trk00011,2023-09-20,brake,463453,2.8,251.49,1173.2,1424.69,detroit,10.6,scheduled brake
maint00001703,trk00100,2023-09-20,repair,167058,4.8,461.75,1951.54,2413.29,indianapolis,15.1,emergency repair
maint00001704,trk00108,2023-09-21,preventive,98093,1.7,155.69,2492.91,2648.6,milwaukee,4.5,scheduled preventive
maint00001705,trk00042,2023-09-21,tire,625876,4.7,451.95,289.47,741.42,detroit,2.0,routine tire
maint00001706,trk00099,2023-09-21,tire,397326,1.7,210.0,3200.12,3410.12,atlanta,13.2,scheduled tire
maint00001707,trk00053,2023-09-21,transmission,496681,3.0,361.31,907.42,1268.73,nashville,13.7,routine transmission
maint00001708,trk00108,2023-09-22,brake,168446,7.7,705.79,665.1,1370.89,salt lake city,26.2,emergency brake
maint00001709,trk00090,2023-09-23,tire,256639,4.9,460.87,376.61,837.48,oklahoma city,44.4,emergency tire
maint00001710,trk00044,2023-09-23,engine,143223,5.9,663.44,667.04,1330.48,los angeles,30.1,scheduled engine
maint00001711,trk00067,2023-09-23,engine,532664,4.8,423.17,2883.5,3306.67,minneapolis,17.4,routine engine
maint00001712,trk00110,2023-09-23,transmission,475595,3.5,361.79,660.66,1022.45,salt lake city,27.1,emergency transmission
maint00001713,trk00061,2023-09-24,repair,695186,6.6,685.02,2882.99,3568.01,memphis,16.7,routine repair
maint00001714,trk00033,2023-09-24,transmission,350314,5.5,635.69,3291.44,3927.13,portland,2.5,routine transmission
maint00001715,trk00029,2023-09-24,preventive,269858,4.6,515.91,3498.61,4014.52,columbus,28.7,scheduled preventive
maint00001716,trk00103,2023-09-25,brake,638141,1.6,187.66,1267.63,1455.29,philadelphia,25.2,routine brake
maint00001717,trk00078,2023-09-27,inspection,171672,6.4,579.02,88.16,667.18,houston,15.4,emergency inspection
maint00001718,trk00119,2023-09-28,repair,659132,2.8,292.42,645.76,938.18,columbus,40.4,scheduled repair
maint00001719,trk00082,2023-09-28,engine,440063,7.2,637.6,633.62,1271.22,dallas,42.2,scheduled engine
maint00001720,trk00041,2023-09-28,tire,529402,5.7,591.39,3455.66,4047.05,indianapolis,21.9,emergency tire
maint00001721,trk00101,2023-09-28,engine,728367,6.7,805.1,277.48,1082.58,denver,21.6,routine engine
maint00001722,trk00034,2023-09-28,brake,337751,4.6,499.46,834.55,1334.01,nashville,3.4,scheduled brake
maint00001723,trk00002,2023-09-29,repair,622645,4.1,386.76,1913.85,2300.61,seattle,26.1,emergency repair
maint00001724,trk00096,2023-09-29,brake,718249,2.5,273.17,213.12,486.29,las vegas,14.2,scheduled brake
maint00001725,trk00042,2023-09-29,engine,436707,2.8,323.18,1655.61,1978.79,indianapolis,21.9,emergency engine
maint00001726,trk00092,2023-09-29,transmission,556091,1.9,167.92,1994.12,2162.04,charlotte,38.6,scheduled transmission
maint00001727,trk00085,2023-09-30,inspection,566286,5.6,572.1,55.56,627.66,dallas,23.3,routine inspection
maint00001728,trk00081,2023-09-30,preventive,668705,4.5,557.31,2876.26,3433.57,columbus,21.8,emergency preventive
maint00001729,trk00005,2023-10-01,engine,523201,7.0,623.06,1571.03,2194.09,indianapolis,37.5,routine engine
maint00001730,trk00026,2023-10-01,transmission,252900,7.6,668.55,1171.45,1840.0,los angeles,20.9,scheduled transmission
maint00001731,trk00116,2023-10-01,transmission,483403,0.7,80.43,3056.32,3136.75,atlanta,24.1,emergency transmission
maint00001732,trk00072,2023-10-01,repair,739562,1.4,169.23,1307.15,1476.38,las vegas,2.7,routine repair
maint00001733,trk00016,2023-10-01,preventive,270004,0.8,84.56,3336.69,3421.25,milwaukee,26.7,scheduled preventive
maint00001734,trk00053,2023-10-03,repair,385220,3.8,420.66,3277.04,3697.7,charlotte,4.6,scheduled repair
maint00001735,trk00044,2023-10-03,inspection,470393,0.8,70.23,66.99,137.22,kansas city,45.1,routine inspection
maint00001736,trk00065,2023-10-03,preventive,591079,1.0,124.62,1933.85,2058.47,dallas,22.0,emergency preventive
maint00001737,trk00072,2023-10-04,inspection,412023,5.6,606.6,3.46,610.06,omaha,34.1,scheduled inspection
maint00001738,trk00065,2023-10-04,brake,486725,7.9,793.37,605.47,1398.84,denver,21.1,emergency brake
maint00001739,trk00030,2023-10-04,inspection,253397,2.7,236.17,27.57,263.74,miami,2.4,routine inspection
maint00001740,trk00027,2023-10-04,engine,500242,2.4,280.42,2405.12,2685.54,memphis,9.1,emergency engine
maint00001741,trk00030,2023-10-04,brake,165408,1.9,162.41,887.78,1050.19,seattle,10.5,routine brake
maint00001742,trk00004,2023-10-04,brake,492862,4.7,408.25,3189.26,3597.51,phoenix,45.5,routine brake
maint00001743,trk00116,2023-10-04,repair,738774,1.8,157.28,2150.38,2307.66,minneapolis,17.0,routine repair
maint00001744,trk00068,2023-10-05,brake,325357,4.1,400.62,504.81,905.43,milwaukee,24.5,emergency brake
maint00001745,trk00096,2023-10-06,inspection,600956,3.8,432.49,40.03,472.52,dallas,2.5,scheduled inspection
maint00001746,trk00012,2023-10-07,transmission,646512,7.5,646.64,1063.0,1709.64,omaha,8.0,routine transmission
maint00001747,trk00081,2023-10-07,transmission,135881,5.3,621.07,3244.19,3865.26,new york,3.1,routine transmission
maint00001748,trk00052,2023-10-07,repair,127124,2.9,331.74,1000.29,1332.03,seattle,34.7,emergency repair
maint00001749,trk00055,2023-10-07,inspection,103189,6.7,717.71,117.47,835.18,omaha,3.7,routine inspection
maint00001750,trk00046,2023-10-08,transmission,254532,2.2,261.47,543.41,804.88,portland,29.7,routine transmission
maint00001751,trk00056,2023-10-09,repair,421525,2.3,270.74,2667.38,2938.12,los angeles,32.4,routine repair
maint00001752,trk00073,2023-10-09,tire,490531,6.8,765.75,235.82,1001.57,denver,25.8,scheduled tire
maint00001753,trk00018,2023-10-09,inspection,728987,6.7,598.79,128.8,727.59,memphis,29.4,routine inspection
maint00001754,trk00004,2023-10-09,transmission,192078,1.6,157.86,467.61,625.47,indianapolis,2.0,emergency transmission
maint00001755,trk00071,2023-10-10,engine,398207,1.4,123.44,1488.52,1611.96,philadelphia,18.8,scheduled engine
maint00001756,trk00104,2023-10-10,transmission,623946,0.8,69.78,2201.53,2271.31,memphis,9.3,routine transmission
maint00001757,trk00114,2023-10-10,brake,507866,7.6,916.91,2966.4,3883.31,minneapolis,43.0,scheduled brake
maint00001758,trk00082,2023-10-10,inspection,578684,2.5,304.26,145.47,449.73,miami,17.6,scheduled inspection
maint00001759,trk00101,2023-10-10,brake,530178,3.8,421.27,2812.86,3234.13,salt lake city,20.4,scheduled brake
maint00001760,trk00096,2023-10-10,inspection,232851,3.0,313.4,53.03,366.43,phoenix,32.3,emergency inspection
maint00001761,trk00106,2023-10-10,repair,673391,6.3,738.08,380.0,1118.08,chicago,30.1,emergency repair
maint00001762,trk00073,2023-10-10,inspection,534657,2.2,220.82,68.52,289.34,milwaukee,27.5,routine inspection
maint00001763,trk00106,2023-10-14,brake,690771,5.1,450.92,2215.82,2666.74,chicago,19.2,routine brake
maint00001764,trk00078,2023-10-15,inspection,53781,3.3,303.88,145.0,448.88,denver,42.6,emergency inspection
maint00001765,trk00110,2023-10-15,preventive,123302,4.4,534.12,91.63,625.75,portland,13.7,scheduled preventive
maint00001766,trk00064,2023-10-15,preventive,80876,6.1,664.29,743.6,1407.89,philadelphia,26.3,emergency preventive
maint00001767,trk00027,2023-10-16,repair,363186,1.2,140.35,2123.23,2263.58,phoenix,15.6,routine repair
maint00001768,trk00007,2023-10-16,engine,60163,0.9,78.75,1128.75,1207.5,oklahoma city,17.3,scheduled engine
maint00001769,trk00057,2023-10-16,engine,333645,2.5,256.37,3355.58,3611.95,milwaukee,35.6,scheduled engine
maint00001770,trk00029,2023-10-17,tire,652896,5.5,587.81,1252.28,1840.09,chicago,38.4,emergency tire
maint00001771,trk00025,2023-10-17,transmission,693062,4.4,393.56,979.57,1373.13,milwaukee,28.2,emergency transmission
maint00001772,trk00112,2023-10-17,repair,576306,2.3,236.44,1913.96,2150.4,chicago,8.8,scheduled repair
maint00001773,trk00086,2023-10-17,preventive,746010,4.9,495.49,297.14,792.63,denver,30.6,emergency preventive
maint00001774,trk00006,2023-10-17,preventive,472334,7.0,821.22,3125.04,3946.26,las vegas,37.3,emergency preventive
maint00001775,trk00111,2023-10-17,transmission,589276,4.2,504.88,851.74,1356.62,atlanta,46.3,emergency transmission
maint00001776,trk00078,2023-10-17,inspection,187497,3.2,334.73,1.76,336.49,dallas,45.9,routine inspection
